-
AT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121833|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121851|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121851|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121851|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121851|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121851|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 94 para a SEFAZ
20201017121851|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121853|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121853|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121853|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121853|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121912|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121912|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121912|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121912|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121917|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121917|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121917|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121917|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121917|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121917|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121917|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121918|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121918|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121918|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017121919|SAT-AC|info|nvl 1:(EnviarDadosVenda):248867 CF-e-SAT CFe35201003476811031111590009412350037084562945 gerado com sucesso
20201017121919|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017121940|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121940|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121940|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121940|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121940|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121940|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121940|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121940|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121940|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121940|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121940|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121940|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121940|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121940|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3708
20201017121940|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121940|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121940|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121941|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121941|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121941|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121941|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121949|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121949|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121949|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017121950|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122002|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122002|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122002|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122002|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017122002|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 95 para a SEFAZ
20201017122003|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122020|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122020|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122020|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122020|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122023|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122023|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122023|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122023|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122031|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017122032|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017122032|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017122032|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017122032|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017122033|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017122034|SAT-AC|info|nvl 1:(EnviarDadosVenda):249062 CF-e-SAT CFe35201003476811031111590009412350037099593086 gerado com sucesso
20201017122034|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017122040|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122040|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122040|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122040|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122048|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122048|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122048|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122048|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122100|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122101|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122101|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122101|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017122101|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017122101|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017122101|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017122101|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017122101|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017122101|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017122101|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017122101|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017122101|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017122101|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3709
20201017122101|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017122101|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017122101|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017122109|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122109|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122109|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122109|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017122109|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 96 para a SEFAZ
20201017122109|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122110|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017122110|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017122110|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017122111|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122129|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122129|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122129|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122129|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122134|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122134|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122135|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122135|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122149|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122149|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122149|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122149|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122155|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122155|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122155|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122155|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122205|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017122205|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017122205|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017122206|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017122206|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017122207|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017122207|SAT-AC|info|nvl 1:(EnviarDadosVenda):249243 CF-e-SAT CFe35201003476811031111590009412350037101929090 gerado com sucesso
20201017122207|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017122210|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122210|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122210|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122210|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017122210|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 97 para a SEFAZ
20201017122215|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122215|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122215|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122216|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017122216|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017122216|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017122216|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017122216|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017122216|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017122216|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017122216|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017122216|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017122216|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017122217|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3710
20201017122217|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017122217|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017122217|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017122217|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122226|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017122226|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017122226|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017122227|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122238|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122238|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122238|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122238|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122247|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122247|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122247|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122247|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122302|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122302|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122302|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122302|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122307|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122307|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122307|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122307|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122314|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017122314|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017122314|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017122315|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017122315|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017122323|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122323|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122323|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122323|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017122323|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 98 para a SEFAZ
20201017122327|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122327|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122327|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122327|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122327|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017122328|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017122328|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017122328|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017122328|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017122328|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017122328|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017122328|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017122328|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017122328|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017122328|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3710
20201017122328|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017122328|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017122328|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017122336|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 30
20201017122336|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017122336|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017122336|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122337|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017122337|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017122337|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017122338|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122348|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 30
20201017122348|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017122348|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017122348|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122358|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122358|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122358|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122358|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122406|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 30
20201017122406|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017122406|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017122406|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017122418|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017122418|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017122418|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017122418|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017122418|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 99 para a SEFAZ
20201017122419|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017122427|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017122427|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017122427|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017122427|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017122427|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
